id,title,content,result,url
139,市政府会仪（议）精神：3月22日可点对点返鄂返汉,"市政府会仪（议）精神： 22日滞留在外的人员可以点对点返鄂返汉。滞留在鄂在汉人员可以点对点离鄂离汉 24日公交，地铁消毒，进行预演练为恢复交通作准备。 26日，门栋解封,居民可以在小区内活动。 29曰，小区解封，居民凭健康码，工作证明驾私家车，骑自行车，步行复工。 31日企...",假,https://vp.fact.qq.com/article?id=8293e03661ea02d3f790eb0bc6fbb86c
140,天津大中小学、幼儿园开学时间3月17日前已确定,根据天津市委市政府发布会议精神”信息，4月6日大中学开学，4月20日小学、幼儿园开学。,假,https://vp.fact.qq.com/article?id=b92c7081521227447346b2a3dbcaa411
141,福建高三和初三年级3月23日开学,网上流传福建省教育考试院发布的2020年春季开学通知，图文中称高三和初三年级预定3月23日开学。,假,https://vp.fact.qq.com/article?id=10e0fb91ee2e138f10975d3c41a71c52
142,石正丽警告：对疫情不必太乐观，蚊虫或成第三宿主,网上都在传《石正丽凌晨发出警告：对疫情不必抱有太大乐观，蚊虫或成第三宿主》，这篇文章是真的吗？——来自较真用户@einAbfall的提问,假,https://vp.fact.qq.com/article?id=f3604090c16ad536b28af5f1905ac428
143,《老人报》八年前预测新型冠状病毒会输入爆发,网上有传老人报在八年前就说了会有新冠输入，真的？——来自较真用户@North的提问。,假,https://vp.fact.qq.com/article?id=e11b868920417b16d67a8906b63d81ff
144,布鲁塞尔地铁一男子舔手后把口水抹在车厢扶手上,请问外国人吐口水粘在扶杆上，有没有这件事？网上流传着——来自较真用户@瑶琴的提问。,真,https://vp.fact.qq.com/article?id=38572579b847739ccc2c3f099ce7fa9c
145,日本医生建议：大量喝水保持喉咙湿润，预防新冠病毒,日本医生在治疗COVID-19病例时给予的绝妙建议： 每个人都应确保您的口腔和咽喉湿润，永不干燥。至少每15分钟喝几口水。为什么？即使病毒进入您的口腔，饮用水或其他液体也会通过喉咙和胃将其冲洗掉。一旦到达那里，您的胃酸将杀死所有病毒。如果您不经常喝足够的水，病毒会进入您的气...,假,https://vp.fact.qq.com/article?id=ede61f7c51a7cef436a3a46474b34fe0
146,视频：特朗普感染新冠肺炎，演讲时晕倒，副总统接任,一分钟前收到：特朗普刚刚晕了！快讯！美国总统唐纳德特朗普先生确诊为冠状病毒正在医院接受治疗，总统职务由副总统彭斯接替。美国全国上下一片恐慌。许多持有中国签证的美国人正在争抢前往中国的航班，飞机票是平时的十倍。,假,https://vp.fact.qq.com/article?id=af5fd083166bd8ed6d73909e07a8b9fb
147,C罗买下了一座小岛暂住，以隔离新冠病毒,球星C罗买下了一座小岛，并同其家人在岛上居住，直至新冠病毒消失。,假,https://vp.fact.qq.com/article?id=ff635140eec2d5812e5e318eaec07063
148,荷兰水貂把新冠病毒传人说明水貂是中间宿主,前几日，据媒体报道，荷兰的病毒学家证实新冠病毒能够从人类传播给水貂，并从水貂再次传回人类。因此有人说动物是新冠病毒的宿主，所有动物都能够把病毒传染给人类。,疑,https://vp.fact.qq.com/article?id=8b033d9aea02016bbb4f79b3fcf0023c
192,5G是新冠病毒的元凶，没有5G就不会爆发疫情,近日有流言称，5G会导致细胞中毒，产生并传播新型冠状病毒。,假,https://vp.fact.qq.com/article?id=feef54e374f3434d272f1a84588c09f1
193,武汉大智路数码港有无症状新冠肺炎患者倒地,4月8日，网上流传一则“（武汉）大智路数码港附近有无症状新冠病人倒地”的消息。流传的相关视频和图片显示，一男子倒在某商店门口，并且身边还有两名穿着防护服的工作人员。该内容的配文称：“武汉还是很危险的，很多无症状病人在潜伏。”,假,https://vp.fact.qq.com/article?id=e8adce53e88255c4b5183139d3dac4bd
194,美国新冠肺炎患者跳海自杀导致海盐污染，需要抢盐,美国因为疫情死了很多人，尸体漂浮在太平洋，污染了海水，导致中国无法再生产食用盐，大家赶快去市场上囤盐。,假,https://vp.fact.qq.com/article?id=a3942e081f9eb1a0cd1c70cc8050595f
195,柳州奖励援鄂医疗队员每人一辆汽车,网上流传一段视频，视频中许多市民夹道欢迎载有援鄂医疗队队员的车辆归来，车辆侧边贴有“欢迎英雄回家”字样。该视频配文为：柳州奖励援鄂医疗队队员每人一辆车。,假,https://vp.fact.qq.com/article?id=0283931f873e3c42f01c764c0660fc80
196,广东省各级各类学校于4月27日起分批返校,广东4月27号高三，初三开学，是真的吗？——来自较真用户@iQ HOUSE提问。,真,https://vp.fact.qq.com/article?id=e51f2d3d6300dbf0676b6f29711f681a
197,河北省高三4月23日开学，初三5月7日开学,河北高三生4月23日统一开学。初三学生和中职学校毕业年级报名参加高考学生5月7日开学。,真,https://vp.fact.qq.com/article?id=11cd54ec3bab503964d8a706d999f434
198,上海高三年级、初三年级于4月27日返校开学,上海高三年级、初三年级于4月27日开学，各高校及中等职业学校毕业年级学生从4月27日起开始返校。各级各类学校在5月6日前做好其他学段和年级分批返校开学的准备。,真,https://vp.fact.qq.com/article?id=28161fc3a15a8557cce7e74800603d5d
199,北京市于4月8日宣布高三年级4月27日开学,网传北京高三4月27日开学，六年级和初三5月11日开学。4月8日晚间新闻发布会官宣。,假,https://vp.fact.qq.com/article?id=b7aa813ba707d77a87047b2329d10474
200,5G引发新冠病毒，非洲没有疫情就是因为没有5G,网络消息称，近日，英国连发两起移动信号塔被烧事件，有关“5G导致了新冠病毒传播”的传言开始在西方社交媒体中传播。,假,https://vp.fact.qq.com/article?id=6b8b829d925c64d79a52c2a4a1d9c9d1
201,张文宏医生自曝收入和全家福,张文宏医生自曝年收入184万，主要来源于3个方面：1、华山医院呼吸科主任，年入50万。2、国家重点项目学科带头人，年入120万。3、每年在《柳叶刀》上发表一篇署名论文，奖金2万美金。,假,https://vp.fact.qq.com/article?id=8650ac10f3567f6b6dd8c6a9020c7a4c
202,BBC4月7日称英国首相鲍里斯因新冠肺炎去世,社交媒体上流传着一张BBC Breaking News（BBC突发新闻）的截图，截图显示：英国首相鲍里斯·约翰逊因新冠肺炎去世。,假,https://vp.fact.qq.com/article?id=347715b41b4769ccef3bf45adfa6fb38
203,北京某区教委初步确认9月1日前不开学,近日，部分家长微信群流传“北京某区教委接到通知，确认9月1日前不会复学”。,假,https://vp.fact.qq.com/article?id=ed2fb752f2b87e89065d18cab22c9dad
204,世界男高音多明戈因新冠肺炎于3月26日去世,西班牙歌唱家多明戈去世？——来自较真用户@功架的提问,假,https://vp.fact.qq.com/article?id=396ae53d7c6b6997033d864c2dfc8b01
205,四川省教育厅已于3月25日确定高三初三开学时间,四川省教育厅：高三4月1日开学，初三安排4月7日开学是真的吗？——来自较真用户@鑫瑞源商贸的提问,真,https://vp.fact.qq.com/article?id=4968c5e85a5cdc7e5fdea7e912d72a40
231,智能手表可以直接检测出新冠患者,智能手表等可穿戴设备被应用到感染性疾病的早期诊断，智能手表可以检测出新冠患者。,假,https://vp.fact.qq.com/article?id=b6fe8ea436bbab4ea15d73f2596f73a7
232,肿瘤患者不建议接种新冠疫苗,恶性肿瘤患者属于不适合接种新冠疫苗的人群。,真,https://vp.fact.qq.com/article?id=7b09c457f06dc21355bdf10d7ea145ba
233,一份来自隔离医院的居家药物清单,近日，一则来自所谓“隔离医院/康复者”的药物清单在社交平台大肆传播，其中提到这是“新冠患者在隔离医院内服用的药物”，可在家实行。,假,https://vp.fact.qq.com/article?id=27006541e01b44cef6af73b80d4e94ce
234,比尔·盖茨雇替身打新冠疫苗,简体中文社交网络流传消息称，比尔·盖茨雇用替身演员，代替他自己注射新冠疫苗。有关消息还附有照片对比，声称盖茨上传的接种疫苗照片中的人耳部形状明显不同。同时，该内容还声称疫苗致残。,假,https://vp.fact.qq.com/article?id=2cb6196639051c9815d527b9d1c19e20
235,西班牙养老院因接种新冠疫苗导致全体阳性,有媒体报道西班牙一养老院接种疫苗后全体阳性，引发很多人对疫苗的怀疑，认为是接种疫苗导致的新冠感染。,假,https://vp.fact.qq.com/article?id=60d420ecda76b585a14a0f7152d22927
236,纽约华裔新冠死亡率第一,,假,https://vp.fact.qq.com/article?id=062786532db92a83744549ebdc1934d2
237,新冠病毒“逃逸突变”已让疫苗失效,新冠病毒在一些地区变异产生了感染力增强的突变毒株，其逃逸突变体E484K突变会让疫苗失效。,假,https://vp.fact.qq.com/article?id=b7f033b743f4fe90f0e50506f9f6cff6
238,加拿大科学家发现秋水仙碱是新冠救命药,网传加拿大的研究团队有了里程碑式的重大发现——证明秋水仙碱可以用来作为新冠肺炎的救命药。,疑,https://vp.fact.qq.com/article?id=fc5ab42ff5709f769b5275946e5396c5
239,世界卫生组织不建议接种莫德纳新冠疫苗,世界卫生组织专家组对莫德纳新冠疫苗mRNA-1273的数据进行评估后，发布了该疫苗的暂行使用建议：不建议接种莫德纳新冠疫苗。,假,https://vp.fact.qq.com/article?id=8239f6317bbd474f8ff37f3d65b8b5b0
240,进口车厘子检出新冠阳性所以车厘子不能吃了,进口车厘子核酸检测为阳性，有人说车厘子已经不能吃了，吃了会感染新冠肺炎。,假,https://vp.fact.qq.com/article?id=5d72d3d7144f326905b48f9f33fc952d
241,八分之一新冠康复者会在140天内死亡,最近，网络上流传一个说法称：“八分之一的新冠康复者会在140天内死亡！”,假,https://vp.fact.qq.com/article?id=de725b9b540baffbbbef8604b1ab3d1b
242,视频曝光：上海肿瘤医院确诊新冠员工在电梯强吻他人,一段11秒的电梯内不雅视频在网络上疯传，该段视频被描述为是上海肿瘤医院的电梯监控视频，据传视频的主角是2例确诊病例，其身份系医院的护工。,假,https://vp.fact.qq.com/article?id=59f9c603436c23f528d1fcd40ce7e4aa
243,意大利发现最早人类感染新冠病毒病例,意大利米兰大学研究人员在2019年11月一例呈皮肤炎症状的女性患者活检样本中，发现了新冠病毒存在的证据，这个病例是“最早人类感染新冠病毒病例”。,疑,https://vp.fact.qq.com/article?id=cc8347467ca55a688c4caff8f9fa935b
244,辉瑞新冠疫苗的有效率29％仅为假设,2021年1月4日，《英国医学杂志》（BMJ）新闻与观点团队副主编彼得·多西（Peter Doshi）在杂志的博客网站上发文 ，认为辉瑞-BioNTech和Moderna生产的两款新冠mRNA疫苗95%的有效性存疑，指出辉瑞疫苗有效性或低至 “29%”，未达到世界卫生组织建议的最低标准50%。,真,https://vp.fact.qq.com/article?id=7f18884469a93d52199a2eba87ff8c17
245,“新冠疫苗已开放预约，名额有限”短信系诈骗,近期，全国多地已经有序开展新冠疫苗接种工作，但却有一些不法分子借机进行诈骗。诈骗分子冒充“疾管中心”发送短信内容为，“新冠疫苗政策已在我市开放预约，名额有限截止于2020年1月8号暂停报名，请立即前往xxx.cc预约接种（含家庭预约）。”,真,https://vp.fact.qq.com/article?id=f5ba5a6cff4605ce5404b2c8d88efd57
246,1月15日全国各地陆续封城，“封城时间表”流出,1月15日全国封城，1月20日后就回不了家了。网络上还出现了“全国封城时间表”。,假,https://vp.fact.qq.com/article?id=32c282d0f7f39c3bba2d89671ad249ea
247,感染新冠可以“以毒攻毒”治疗癌症,一位恶性淋巴瘤患者，在感染新冠病毒后，肿瘤居然几乎消失了！人们可以通过感染新冠病毒的方法来治疗癌症。,假,https://vp.fact.qq.com/article?id=1290a9c134afca7187a0ba20626d23ca
248,憋气30秒可以测试肺部是否健康,近日，网上热传一张动图称：“从图中A点到B点，能憋住气就是健康的肺”。,假,https://vp.fact.qq.com/article?id=14646a563607e0862ac4843c4c116d24
249,东京奥运会将于1月18日宣布取消,1月11日一早，一则关于“日本政府将于1月18日宣布取消东京奥运会”的所谓“曝料”，被多家国内媒体转载、传播。几乎同一时间，一个推特上的截图在国内社交媒体疯传，截图中，某外媒在推特发推，言辞凿凿宣称，“东京奥运会1月18日宣布中止，欲2032年再次申办”，并被冠上了“BreakingNews”的字样。,假,https://vp.fact.qq.com/article?id=0a7bd10b705f8456d0836927e94740e5
250,接种了mRNA疫苗就会变成转基因人,近日，有人宣称接种mRNA疫苗会改造人类基因组DNA，使人变成转基因人。,假,https://vp.fact.qq.com/article?id=3855f08711dec75fbd1c0f9e5e7e9600
251,石家庄藁城区外国人聚集做核酸检测,网上有视频称，石家庄藁城区做核酸检测，结果一下子聚集了很多黑人,假,https://vp.fact.qq.com/article?id=8cd9c3a7f889ffe52e070f6f8227c3ce
252,视频：广东省人民医院乔贵宾称茶水可以杀死新冠病毒,近日，网上热传这样一则消息：给你一个每天喝茶的理由，专家喊你喝茶。90%新冠病毒一分钟被茶水杀灭，99.9%新冠病毒十分钟被茶水杀灭。并附上一段广东省人民医院胸外科乔贵宾主任医师的视频来验证此结论。,假,https://vp.fact.qq.com/article?id=83bfde2d57f204b13e97d03bae365b53
253,辉瑞疫苗对亚裔有效率不足,近日，社交网络上流传着”辉瑞疫苗对亚裔有效率不到75%““对亚裔的有效率不足，根本不给力”的说法。,假,https://vp.fact.qq.com/article?id=dade16514d535b5764ea364b30d49559
254,北京市委市政府紧急通知，宣布进入“战时”状态,12月25日，网上有传言称，转发北京市委市政府紧急通知，北京宣布进入“战时”状态。外地进京包括外出返京人员需隔离21天。返京人员除要求21天医学观察期满之外，还需持7日内核酸检测阴性证明。,假,https://vp.fact.qq.com/article?id=eab950a829e7fea7597fade53db607e4
255,钟南山院士抵达石家庄抗击疫情,近两日，随着石家庄市宣布进入战时状态，网上出现传言说：钟南山来石家庄了。,假,https://vp.fact.qq.com/article?id=72da9f31e535d71362bd4a0e6b1b1216
256,钟南山和2500医护人员抵达大连抗击疫情,钟南山院士和2500名医护人员抵达金州。,假,https://vp.fact.qq.com/article?id=eb0b37b425f4e7a2300a3251d84e1c58
257,打新冠疫苗会导致女性不育,两名欧洲的“科学家”给欧盟药品管理局发去邮件，呼吁停止新冠疫苗的研发工作，理由是新冠疫苗会导致一系列健康安全风险，其中包括让妇女“不育”。,假,https://vp.fact.qq.com/article?id=3fdd71ceea8f24a45fd9d817aad2bcc0
258,辉瑞新冠疫苗会致人面瘫,在辉瑞疫苗三期测试中，有四名测试者出现了贝尔麻痹，即面瘫。面瘫是由疫苗引起的。,疑,https://vp.fact.qq.com/article?id=21a7601b99073c33f5fafff9e9b531e7
259,成都确诊新冠肺炎女子照片曝光,成都市确诊女孩赵某的个人信息在网上热传，包括私人信息，还有一张坐在车内、穿白色裙子的照片在朋友圈及各大视频平台热传。,假,https://vp.fact.qq.com/article?id=516e6805ad0eb337f3aa8c432c948407
260,新冠特效药已面世，2天病毒就消失,不列颠哥伦比亚大学的一位教授研发的一种新冠肺炎特效药已面世，用药后两天内，患者体内病毒消失。,假,https://vp.fact.qq.com/article?id=ca441d6e1bd52f258b627c5daa4903e9
261,新冠病毒去年2019年9月就已经在意大利流行,据俄罗斯媒体报道，意大利一项新的研究结果表明，新冠病毒在首次被发现前几个月，就可能已经在意大利存在。,疑,https://vp.fact.qq.com/article?id=d60d06ddcd121447419fcfaecd0f10c2
262,新冠疫苗的有效率一定要到90%才靠谱,全球首发的新冠疫苗三期初步结果，均将有效率数据推至90%的“超高度”，所以达到90%才是新冠疫苗能起作用的“铁律”。,假,https://vp.fact.qq.com/article?id=d51d2635284dc0b4c00d1c6729e9c2f3
263,研究发现两成新冠患者会在3个月内患上精神病,有媒体报道：“研究发现20%新冠患者会在3个月内患上精神疾病”，意思就是两成的新冠患者会在3个月内患上精神病。,疑,https://vp.fact.qq.com/article?id=817a1c7e4f2616b7db1fe3d0e8101205
264,11月9日上海飞拉萨航班全机隔离,《炸锅！上海飞拉萨航班全机隔离！》，某自媒体发布的一篇文章在上海人的朋友圈刷屏了，文中提到，11月9日MU2335航班从上海浦东机场起飞，途经西安咸阳机场到达拉萨贡嘎机场后，一下飞机全部（人员）被拉到酒店隔离。,假,https://vp.fact.qq.com/article?id=7d0c39544abbae4bd95bcd6b3b7f56dd
265,乙肝携带者会影响新冠抗体检测结果,乙肝携带者会影响新冠肺炎血清检测抗体的结果吗？——来自较真用户@可微的提问,疑,https://vp.fact.qq.com/article?id=56a5b32fee1508f245ce0cad24cbea87
266,上海11月2日又启动公共卫生事件一级响应,上海某小区的一张通知在网络流传。通知上称，“上海市已启动重大突发公共卫生事件一级响应”，“11月2号起，小区实行封闭式管理，除东西门开放外，其他小门一律封闭。对所有进入小区人员进行体温测量，查看健康码，外省市人员进入本小区的，配合填写相关登记表。”,假,https://vp.fact.qq.com/article?id=abf3992d7eb7e42f2d85f9eb3ce1f28d
267,成都青白江区10月底开展全员核酸检测,近期成都市青白江区卫生健康局将对青白江区进行全员核酸检测，正在招募检测点位志愿者，呼吁大家积极报名参加。,假,https://vp.fact.qq.com/article?id=375829077a0512f798b803be7eb304d3
268,山大齐鲁医院开会，“抗疫”打成“抗议”,网传山东大学齐鲁医院开大会，打个字居然能把“抗疫”打成了“抗议”，并配有一张山东大学齐鲁医院建院130周年高质量发展论坛现场图片。,假,https://vp.fact.qq.com/article?id=dfde4d3723f1c02a546513b90d2082a2
269,烟台新增无症状感染者共追踪到密接者26350人,近日，部分自媒体发布信息称“烟台市报告无症状感染者1例，目前共追踪到密切接触者26350人，其在烟台市的562名相关接触人员已全部予以集中隔离医学观察”。,假,https://vp.fact.qq.com/article?id=73902ebff84c39b3bf5b9dd97d1d0a35
270,十一期间武汉硚口区有一千多人去过青岛,昨日，武汉市流传一则“十一期间硚口区有一千多人去过青岛，各小区又开始管控了”的信息。,假,https://vp.fact.qq.com/article?id=4d1d89755c8d1ce4c0f0e37713744b5c
271,昆山一台湾籍员工国庆赴青岛旅游回台确诊,10月14日下午起，江苏昆山友达光电一名台湾籍员工回台后确诊的消息在社交媒体上传播。多则网络传言中称，该台湾籍员工曾于国庆期间前往青岛旅游，10月11日从江苏返回台湾后确诊。,假,https://vp.fact.qq.com/article?id=51fe840649131a20ad5c398bbc19c468
272,钟南山10月12日抵达青岛协助疫情防控工作,近日，青岛人的朋友圈都在传一张图，“中国工程院院士钟南山已于10月12日抵达青岛”。,假,https://vp.fact.qq.com/article?id=06f3c80e87515b7a22628b8a2fe09468
273,参加第三届进博会的所有外国人不用隔离14天,10月10日起，今年第三届进博会将于11月5日开幕，有人称“所有的外国人全部不隔离14天”、“很危险，到时候大家尽量少出去”。,假,https://vp.fact.qq.com/article?id=ea16049fd35f94b423a3601e49b725ce
274,特朗普夫妇确诊新冠肺炎,美国总统特朗普及其夫人在新冠肺炎检测中呈阳性。,真,https://vp.fact.qq.com/article?id=7fd7962a426d5630771006f7f9ec9b6b
275,国庆去青岛旅游健康码会变色,9月24日晚，青岛卫健委通报，发现2例新冠肺炎无症状感染者。因此在社交媒体上，有网友猜测“这种情况下去青岛恐怕会导致健康码变色”。,假,https://vp.fact.qq.com/article?id=caece6d62df49248f4f42146c5af31aa
276,9月13日全国新增49名新冠确诊病例，分布多省市,近日，网传一段视频称，31个省份仅9月13日一天就增加49名新冠病例，确诊患者现在已经分布在广东、河南、浙江、天津、山西、香港、云南、上海、山西、河南多地，实在让人胆战心惊。,假,https://vp.fact.qq.com/article?id=7c47a1e932ab4a0ad72ba92294b99245
